Meeting,Delegation,Number,Delegation_ISO,Delegation_wb,Host_ISO,Host_country,Host_wb,Origin,Dest,layover,emissions,emissions_sens_1,emissions_sens_2,emissions_sens_3
COP 13,Libya,9,LBY,Middle East & North Africa,IDN,Indonesia,East Asia & Pacific,TIP,DPS,DXB;KUL,6.852692530906118,3.6020952559273733,6.102285213439046,4.352502573394445
COP 13,Liechtenstein,1,LIE,Europe & Central Asia,IDN,Indonesia,East Asia & Pacific,VIE,DPS,BKK,6.697502031520559,3.520519881126804,5.9640889226532545,4.253932989994108
COP 13,Lithuania,5,LTU,Europe & Central Asia,IDN,Indonesia,East Asia & Pacific,VNO,DPS,DME;BKK,6.354491825934087,3.3402176964446144,5.658640210899622,4.036069311479079
COP 13,Luxembourg,7,LUX,Europe & Central Asia,IDN,Indonesia,East Asia & Pacific,LUX,DPS,FRA;SIN,7.118295845192628,3.741708763178007,6.338803511918237,4.521201096452398
COP 13,Madagascar,12,MDG,Sub-Saharan Africa,IDN,Indonesia,East Asia & Pacific,TNR,DPS,BKK,5.76478255971329,3.0302389631729687,5.133507335134755,3.6615141877515045
COP 13,Malawi,17,MWI,Sub-Saharan Africa,IDN,Indonesia,East Asia & Pacific,LLW,DPS,NBO;BKK,6.816205181266752,3.582915800779698,6.069793428176875,4.329327553869574
COP 13,Malaysia,48,MYS,East Asia & Pacific,IDN,Indonesia,East Asia & Pacific,KUL,DPS,NA,0.820498672605248,0.4312746639127308,0.7306596092095398,0.5211137273084391
COP 13,Maldives,20,MDV,South Asia,IDN,Indonesia,East Asia & Pacific,MLE,DPS,SIN,2.97573363244554,1.5641845817527544,2.6498745219500726,1.8900436922482222
COP 13,Mali,10,MLI,Sub-Saharan Africa,IDN,Indonesia,East Asia & Pacific,BKO,DPS,ADD;BKK,8.706733614234043,4.576665844120229,7.75329865623895,5.53010080211532
COP 13,Malta,3,MLT,Middle East & North Africa,IDN,Indonesia,East Asia & Pacific,MLA,DPS,IST;SIN,6.884528827074165,3.6188299001385382,6.130635261027019,4.3727234661856835
COP 13,Mauritania,3,MRT,Sub-Saharan Africa,IDN,Indonesia,East Asia & Pacific,NKC,DPS,CDG;SIN,9.505525895938364,4.996548375756021,8.464618813574099,6.037455458120289
COP 13,Mauritius,2,MUS,Sub-Saharan Africa,IDN,Indonesia,East Asia & Pacific,MRU,DPS,KUL,4.350230695838273,2.2866844354968707,3.8738566381807846,2.763058493154359
COP 13,Mexico,35,MEX,Latin America & Caribbean,IDN,Indonesia,East Asia & Pacific,MEX,DPS,LAX;NRT,9.899484200286922,5.203631260728169,8.815436528581055,6.287678932434037
COP 13,Micronesia (Federated States of),11,FSM,East Asia & Pacific,IDN,Indonesia,East Asia & Pacific,PNI,DPS,TKK;GUM;MNL,4.083666412956536,2.1465657982696107,3.6364826024241967,2.593749608801949
COP 13,Monaco,3,MCO,Europe & Central Asia,IDN,Indonesia,East Asia & Pacific,NCE,DPS,IST;SIN,7.121619916365074,3.743456050240229,6.341763579114096,4.523312387491208
COP 13,Mongolia,3,MNG,East Asia & Pacific,IDN,Indonesia,East Asia & Pacific,ULN,DPS,HKG,3.7367916382308985,1.964232215549407,3.327592512991954,2.3734313407883514
COP 13,Montenegro,2,MNE,Europe & Central Asia,IDN,Indonesia,East Asia & Pacific,TGD,DPS,IST;SIN,6.543372531051829,3.43950221691191,5.8268374455990655,4.156037302364672
COP 13,Morocco,12,MAR,Middle East & North Africa,IDN,Indonesia,East Asia & Pacific,CMN,DPS,DXB;KUL,7.97976887991532,4.194539226165911,7.105940536942419,5.068367569138813
COP 13,Mozambique,8,MOZ,Sub-Saharan Africa,IDN,Indonesia,East Asia & Pacific,MPM,DPS,JNB;SIN,6.3163783398183515,3.3201834680146702,5.624700360000474,4.0118614478325485
COP 13,Myanmar,2,MMR,East Asia & Pacific,IDN,Indonesia,East Asia & Pacific,RGN,DPS,BKK,2.095447885086853,1.1014652783372938,1.8659848792321085,1.3309282841920382
COP 13,Namibia,20,NAM,Sub-Saharan Africa,IDN,Indonesia,East Asia & Pacific,WDH,DPS,JNB;SIN,6.745924448430778,3.5459729650709897,6.007208820033379,4.284688593468389
COP 13,Nauru,3,NRU,East Asia & Pacific,IDN,Indonesia,East Asia & Pacific,INU,DPS,BNE,4.587762067547406,2.4115420186013985,4.085377025352872,2.913927060795932
COP 13,Nepal,10,NPL,South Asia,IDN,Indonesia,East Asia & Pacific,KTM,DPS,BKK,3.0454515037348457,1.6008315511435371,2.711957904965204,1.9343251499131788
COP 13,Netherlands,33,NLD,Europe & Central Asia,IDN,Indonesia,East Asia & Pacific,AMS,DPS,BKK,7.1415780147439545,3.7539469589106034,6.359536156546473,4.535988817108086
COP 13,New Zealand,26,NZL,East Asia & Pacific,IDN,Indonesia,East Asia & Pacific,AKL,DPS,SYD,3.9809041554994646,2.0925491561387903,3.54497337428479,2.5284799373534654
COP 13,Nicaragua,2,NIC,Latin America & Caribbean,IDN,Indonesia,East Asia & Pacific,MGA,DPS,IAH;NRT,10.846684244034732,5.701523843623178,9.658912986201544,6.8892951014563675
COP 13,Niger,7,NER,Sub-Saharan Africa,IDN,Indonesia,East Asia & Pacific,NIM,DPS,ADD;BKK,8.063922666955602,4.23877438711892,7.180879023967008,5.121818030107515
COP 13,Nigeria,42,NGA,Sub-Saharan Africa,IDN,Indonesia,East Asia & Pacific,LOS,DPS,AUH;KUL,7.842549942678234,4.122410543809905,6.983747823942501,4.981212662545639
COP 13,Niue,4,NIU,East Asia & Pacific,IDN,Indonesia,East Asia & Pacific,IUE,DPS,AKL;SYD,5.440976499709637,2.860031374357443,4.84515980997285,3.45584806409423
COP 13,Norway,54,NOR,Europe & Central Asia,IDN,Indonesia,East Asia & Pacific,OSL,DPS,BKK,6.828948584141457,3.589614328523693,6.081141358728331,4.337421553936818
COP 13,Oman,9,OMN,Middle East & North Africa,IDN,Indonesia,East Asia & Pacific,MCT,DPS,KUL,4.2107934104223625,2.213389685727961,3.749688498262346,2.674494597887978
COP 13,Pakistan,16,PAK,South Asia,IDN,Indonesia,East Asia & Pacific,ISB,DPS,BKK,3.837502982628576,2.017170801986317,3.4172754142707964,2.4373983703440967
COP 13,Palau,8,PLW,East Asia & Pacific,IDN,Indonesia,East Asia & Pacific,ROR,DPS,MNL,2.548079170328002,1.3393894224453418,2.269050562773254,1.61841803000009
COP 13,Panama,9,PAN,Latin America & Caribbean,IDN,Indonesia,East Asia & Pacific,ECP,DPS,ATL;NRT,9.978861923375261,5.245355899397317,8.88612195678228,6.338095865990299
COP 13,Papua New Guinea,46,PNG,East Asia & Pacific,IDN,Indonesia,East Asia & Pacific,POM,DPS,NA,2.065642471406432,1.0857981608159708,1.8394433213901111,1.3119973108322915
COP 13,Paraguay,10,PRY,Latin America & Caribbean,IDN,Indonesia,East Asia & Pacific,ASU,DPS,SCL;SYD,10.292393195169327,5.410162579635886,9.165319839248294,6.537235935556919
COP 13,Peru,18,PER,Latin America & Caribbean,IDN,Indonesia,East Asia & Pacific,LIM,DPS,SCL;SYD,10.815192266638615,5.684970189440284,9.630869552596494,6.869292903482404
COP 13,Philippines,86,PHL,East Asia & Pacific,IDN,Indonesia,East Asia & Pacific,MNL,DPS,NA,1.5645853177699829,0.8224191185019748,1.393254666940258,0.9937497693316996
COP 13,Poland,34,POL,Europe & Central Asia,IDN,Indonesia,East Asia & Pacific,WAW,DPS,KBP;BKK,6.512052462899677,3.4230389262568326,5.798947096235397,4.136144292921114
COP 13,Portugal,53,PRT,Europe & Central Asia,IDN,Indonesia,East Asia & Pacific,LIS,DPS,FCO;SIN,7.96162568118371,4.185002313516797,7.089784117718142,5.0568438769823665
COP 13,Qatar,12,QAT,Middle East & North Africa,IDN,Indonesia,East Asia & Pacific,DOH,DPS,KUL,4.621866090149977,2.4294686857429224,4.11574647092596,2.9355883049669393
COP 13,Republic of Korea,81,KOR,East Asia & Pacific,IDN,Indonesia,East Asia & Pacific,ICN,DPS,NA,3.0944681966176173,1.6265970142951336,2.7556070018481003,1.9654582090646506
COP 13,Moldova,1,MDA,Europe & Central Asia,IDN,Indonesia,East Asia & Pacific,KIV,DPS,KBP;BKK,6.328413009501554,3.3265094524911376,5.635417167521782,4.0195052944709095
COP 13,Romania,10,ROU,Europe & Central Asia,IDN,Indonesia,East Asia & Pacific,OTP,DPS,IST;SIN,6.32612865997183,3.3253086916855437,5.633382966761323,4.01805438489605
COP 13,Russian Federation,45,RUS,Europe & Central Asia,IDN,Indonesia,East Asia & Pacific,SVO,DPS,BKK,5.9071424337298,3.1050699620127027,5.260278024214997,3.751934371527506
COP 13,Rwanda,3,RWA,Sub-Saharan Africa,IDN,Indonesia,East Asia & Pacific,KGL,DPS,NBO;BKK,6.422199618927332,3.375808074800321,5.718933630187564,4.079074063540088
COP 13,Saint Kitts and Nevis,2,KNA,Latin America & Caribbean,IDN,Indonesia,East Asia & Pacific,SKB,DPS,SXM;JFK;ICN,11.249189928655785,5.913099630880274,10.017342096585608,7.144947462950451
COP 13,Saint Lucia,2,LCA,Latin America & Caribbean,IDN,Indonesia,East Asia & Pacific,SLU,DPS,FDF;CDG;SIN,11.346347880337797,5.964170388141162,10.103860721088783,7.206657547390177
COP 13,Saint Vincent and The Grenadines,1,VCT,Latin America & Caribbean,IDN,Indonesia,East Asia & Pacific,SVD,DPS,BGI;FRA;SIN,11.426984600210222,6.006556814322698,10.17566727903932,7.2578741354936
COP 13,Samoa,11,WSM,East Asia & Pacific,IDN,Indonesia,East Asia & Pacific,APW,DPS,NAN;POM,4.765359401397644,2.5048954721296433,4.2435264796604635,3.0267283938668244
COP 13,Sao Tome and Principe,6,STP,Sub-Saharan Africa,IDN,Indonesia,East Asia & Pacific,TMS,DPS,LAD;JNB;SIN,8.261005255154602,4.342370200410668,7.3563799906846885,5.246995464880581
COP 13,Saudi Arabia,25,SAU,Middle East & North Africa,IDN,Indonesia,East Asia & Pacific,JED,DPS,SUB,5.252372901218359,2.760892514075551,4.6772093372084544,3.3360560780854547
COP 13,Senegal,7,SEN,Sub-Saharan Africa,IDN,Indonesia,East Asia & Pacific,DKR,DPS,DXB;KUL,8.88205010297189,4.668820378928307,7.909417030450549,5.641453451449649
COP 13,Serbia,13,SRB,Europe & Central Asia,IDN,Indonesia,East Asia & Pacific,BEG,DPS,IST;SIN,6.540166135201358,3.4378167854950594,5.823982167633724,4.154000753062694
COP 13,Seychelles,9,SYC,Sub-Saharan Africa,IDN,Indonesia,East Asia & Pacific,SEZ,DPS,CMB;CGK,4.290113682320762,2.255084125368362,3.8203227664931965,2.724875041195928
COP 13,Sierra Leone,4,SLE,Sub-Saharan Africa,IDN,Indonesia,East Asia & Pacific,FNA,DPS,CDG;SIN,10.050789777754597,5.283164539119634,8.950173317650119,6.383780999224113
COP 13,Singapore,61,SGP,East Asia & Pacific,IDN,Indonesia,East Asia & Pacific,SIN,DPS,NA,0.6981697299119373,0.3669755060855254,0.6217248595901301,0.4434203764073325
COP 13,Slovak Republic,6,SVK,Europe & Central Asia,IDN,Indonesia,East Asia & Pacific,BTS,DPS,OSL;BKK,7.642946087643917,4.017489434911289,6.806001682899706,4.854433839655501
COP 13,Slovenia,15,SVN,Europe & Central Asia,IDN,Indonesia,East Asia & Pacific,LJU,DPS,IST;SIN,6.822025399347116,3.585975179241695,6.074976300539908,4.333024278048903
COP 13,Solomon Islands,14,SLB,East Asia & Pacific,IDN,Indonesia,East Asia & Pacific,HIR,DPS,POM,2.8920258142784276,1.520183842868893,2.5753331677675186,1.8368764893798022
COP 13,South Africa,43,ZAF,Sub-Saharan Africa,IDN,Indonesia,East Asia & Pacific,JNB,DPS,SIN,6.062230639653443,3.1865915665919715,5.398383223232512,3.8504389830129018
COP 13,Spain,45,ESP,Europe & Central Asia,IDN,Indonesia,East Asia & Pacific,MAD,DPS,BKK,7.72028055125007,4.058140040964174,6.8748675997090025,4.903552992505243
COP 13,Sri Lanka,7,LKA,South Asia,IDN,Indonesia,East Asia & Pacific,CMB,DPS,CGK,2.5245731209528395,1.327033545020812,2.2481185543865507,1.6034881115871005
COP 13,Sudan,14,SDN,Sub-Saharan Africa,IDN,Indonesia,East Asia & Pacific,PZU,DPS,JED;SUB,5.440236585060711,2.8596424406595324,4.844500920025434,3.4553781056948094
COP 13,Suriname,4,SUR,Latin America & Caribbean,IDN,Indonesia,East Asia & Pacific,PBM,DPS,AMS;BKK,11.55844507106738,6.07565857779463,10.292732109227652,7.341371539634359
COP 13,Eswatini,2,SWZ,Sub-Saharan Africa,IDN,Indonesia,East Asia & Pacific,MTS,DPS,JNB;SIN,6.2431162686557755,3.281673501635187,5.55946088638554,3.965328883905423
COP 13,Sweden,52,SWE,Europe & Central Asia,IDN,Indonesia,East Asia & Pacific,ARN,DPS,BKK,6.606614975440284,3.4727453994824815,5.883154496380619,4.196205878542146
COP 13,Switzerland,15,CHE,Europe & Central Asia,IDN,Indonesia,East Asia & Pacific,ZRH,DPS,SIN,7.030611504084848,3.6956177781091517,6.260721085809241,4.46550819638476
COP 13,Syrian Arab Republic,3,SYR,Middle East & North Africa,IDN,Indonesia,East Asia & Pacific,BEY,DPS,KWI;KUL,5.65463481204754,2.972340162441948,5.03542136836434,3.5915536061251467
COP 13,Tajikistan,6,TJK,Europe & Central Asia,IDN,Indonesia,East Asia & Pacific,DYU,DPS,DEL;SIN,4.213672596837908,2.2149031205831786,3.752252398015775,2.676323319405311
COP 13,Thailand,53,THA,East Asia & Pacific,IDN,Indonesia,East Asia & Pacific,BKK,DPS,NA,1.736706160055705,0.912893872279034,1.546527335466939,1.1030726968677997
COP 13,North Macedonia,5,MKD,Europe & Central Asia,IDN,Indonesia,East Asia & Pacific,SKP,DPS,IST;SIN,6.426818835398474,3.378236150722561,5.723047017187258,4.082007968933778
COP 13,Timor-Leste,24,TLS,East Asia & Pacific,IDN,Indonesia,East Asia & Pacific,DIL,DPS,NA,0.4757333759270031,0.25005738420456614,0.42364378413808035,0.3021469759934889
COP 13,Togo,9,TGO,Sub-Saharan Africa,IDN,Indonesia,East Asia & Pacific,LFW,DPS,ADD;BKK,8.138717112352376,4.27808984096693,7.247483068455161,5.169323884864145
COP 13,Tonga,7,TON,East Asia & Pacific,IDN,Indonesia,East Asia & Pacific,TBU,DPS,SYD,4.817847181623192,2.53248550090912,4.290266560834693,3.0600661216976177
COP 13,Trinidad and Tobago,3,TTO,Latin America & Caribbean,IDN,Indonesia,East Asia & Pacific,POS,DPS,JFK;ICN,11.69181948102991,6.145766397052735,10.41150129171976,7.426084586362884
COP 13,Tunisia,18,TUN,Middle East & North Africa,IDN,Indonesia,East Asia & Pacific,TUN,DPS,KWI;KUL,7.008693457938129,3.6840966293507305,6.241203185610834,4.451586901678027
COP 13,Turkey,24,TUR,Europe & Central Asia,IDN,Indonesia,East Asia & Pacific,ESB,DPS,IKA;KUL,5.856264061320966,3.0783259131506515,5.214971111897829,3.719618862573789
COP 13,Turkmenistan,1,TKM,Europe & Central Asia,IDN,Indonesia,East Asia & Pacific,ASB,DPS,DEL;SIN,4.612661890330737,2.4246305284268073,4.107550181335384,2.9297422374221607
COP 13,Tuvalu,10,TUV,East Asia & Pacific,IDN,Indonesia,East Asia & Pacific,FUN,DPS,SUV;SYD,5.23843438809342,2.7535657805652436,4.664797167516611,3.327203001142053
COP 13,Uganda,19,UGA,Sub-Saharan Africa,IDN,Indonesia,East Asia & Pacific,EBB,DPS,NBO;BKK,6.283146251309827,3.302715130157509,5.595107366968514,3.990754014498822
COP 13,Ukraine,24,UKR,Europe & Central Asia,IDN,Indonesia,East Asia & Pacific,KBP,DPS,BKK,6.089840865881715,3.201104791060076,5.4229699786564005,3.86797567828539
COP 13,United Arab Emirates,17,ARE,Middle East & North Africa,IDN,Indonesia,East Asia & Pacific,AUH,DPS,KUL,4.433491441792348,2.3304501723446163,3.9479998770031854,2.8159417371337785
COP 13,United Kingdom of Great Britain and Northern Ireland,62,GBR,Europe & Central Asia,IDN,Indonesia,East Asia & Pacific,LHR,DPS,BKK,7.359021397034563,3.868245356547632,6.553168299025904,4.674098454556289
COP 13,United Republic of Tanzania,30,TZA,Sub-Saharan Africa,IDN,Indonesia,East Asia & Pacific,DAR,DPS,NBO;BKK,6.36915297435061,3.3479242808155636,5.671695883365691,4.045381371800483
COP 13,United States of America,136,USA,North America,IDN,Indonesia,East Asia & Pacific,IAD,DPS,ICN,9.65321306772044,5.074179651117969,8.596133432173398,6.131259286665011
COP 13,Uruguay,3,URY,Latin America & Caribbean,IDN,Indonesia,East Asia & Pacific,MVD,DPS,SCL;SYD,10.172217315360353,5.346992524276702,9.058303875659838,6.460905963977217
COP 13,Uzbekistan,1,UZB,Europe & Central Asia,IDN,Indonesia,East Asia & Pacific,TAS,DPS,BKK,4.2713659528506085,2.2452294431278736,3.8036280159531275,2.7129673800253555
COP 13,Vanuatu,4,VUT,East Asia & Pacific,IDN,Indonesia,East Asia & Pacific,VLI,DPS,BNE,3.7460369856707434,1.969092001976752,3.3358254443135946,2.3793035433339007
COP 13,Venezuela,16,VEN,Latin America & Caribbean,IDN,Indonesia,East Asia & Pacific,CCS,DPS,ATL;NRT,11.581742561487546,6.087904826891464,10.313478397005781,7.35616899137323
COP 13,Viet Nam,7,VNM,East Asia & Pacific,IDN,Indonesia,East Asia & Pacific,HAN,DPS,SIN,2.2833178663384825,1.2002185151337181,2.0332820698576013,1.4502543116145996
COP 13,Yemen,7,YEM,Middle East & North Africa,IDN,Indonesia,East Asia & Pacific,SAH,DPS,AUH;KUL,5.299564597397457,2.785698673721447,4.719233284509756,3.366029986609148
COP 13,Zambia,22,ZMB,Sub-Saharan Africa,IDN,Indonesia,East Asia & Pacific,LUN,DPS,JNB;SIN,6.767827580353403,3.5574862742166435,6.026713439196814,4.298600415373232
COP 13,Zimbabwe,4,ZWE,Sub-Saharan Africa,IDN,Indonesia,East Asia & Pacific,HRE,DPS,JNB;SIN,6.624883913288714,3.482348406484163,5.89942288560061,4.207809434172266
COP 13,Holy See,5,VAT,Europe & Central Asia,IDN,Indonesia,East Asia & Pacific,FCO,DPS,SIN,6.882274641480524,3.617644994906585,6.128627921086641,4.371291715300468
COP 13,Iraq,1,IRQ,Middle East & North Africa,IDN,Indonesia,East Asia & Pacific,BGW,DPS,DXB;KUL,5.231126525644965,2.749724426741498,4.6582895559814474,3.322561396405016
COP 13,Somalia,1,SOM,Sub-Saharan Africa,IDN,Indonesia,East Asia & Pacific,MGQ,DPS,NBO;BKK,6.565677466364216,3.4512267326858423,5.846699868483154,4.170204330566904
COP 13,Palestine,1,PSE,Middle East & North Africa,IDN,Indonesia,East Asia & Pacific,AMM,DPS,BKK,5.752201982835005,3.0236260243776383,5.122304400242426,3.653523606970218
COP 14,Afghanistan,2,AFG,South Asia,POL,Poland,Europe & Central Asia,KBL,POZ,IST;WAW,3.065721084000128,1.6114861892414705,2.7300078553135663,1.9471994179280323
COP 14,Albania,6,ALB,Europe & Central Asia,POL,Poland,Europe & Central Asia,TIA,POZ,MUC,0.6549486399296333,0.3442574180758595,0.5832361870663734,0.41596987093911947
COP 14,Algeria,26,DZA,Middle East & North Africa,POL,Poland,Europe & Central Asia,ALG,POZ,FRA,1.2780140813219387,0.6717838920359994,1.1380645484741356,0.8117334248838024
COP 14,Angola,8,AGO,Sub-Saharan Africa,POL,Poland,Europe & Central Asia,LAD,POZ,FRA,4.224553209686729,2.220622478886146,3.7619415242389436,2.683234164333931
COP 14,Antigua and Barbuda,6,ATG,Latin America & Caribbean,POL,Poland,Europe & Central Asia,ANU,POZ,FRA,4.5748451024183545,2.404752258430124,4.073874538563333,2.9057228222851452
COP 14,Argentina,10,ARG,Latin America & Caribbean,POL,Poland,Europe & Central Asia,EZE,POZ,FRA,7.123470175538397,3.744428632879885,6.343411224786723,4.524487583631559
COP 14,Armenia,2,ARM,Europe & Central Asia,POL,Poland,Europe & Central Asia,EVN,POZ,WAW,1.474477426637662,0.7750542023459548,1.3130140827916168,0.9365175461919999
COP 14,Australia,40,AUS,East Asia & Pacific,POL,Poland,Europe & Central Asia,SYD,POZ,PEK;WAW,9.504364239108586,4.995937754669973,8.463584364521628,6.03671762925693
COP 14,Austria,34,AUT,Europe & Central Asia,POL,Poland,Europe & Central Asia,VIE,POZ,WAW,0.34748793103771775,0.18264836455637104,0.30944034935593673,0.22069594623815197
COP 14,Azerbaijan,3,AZE,Europe & Central Asia,POL,Poland,Europe & Central Asia,GYD,POZ,FRA,2.3480099472839804,1.2342236943853593,2.090890014063455,1.4913436276058845
COP 14,Bahamas,4,BHS,Latin America & Caribbean,POL,Poland,Europe & Central Asia,NAS,POZ,LHR;DUS,4.801726833869042,2.5240118932129865,4.275911479340524,3.049827247741504
COP 14,Bangladesh,18,BGD,South Asia,POL,Poland,Europe & Central Asia,DAC,POZ,IST;WAW,4.4565672116352655,2.342579874750373,3.9685487238201222,2.830598362565516
COP 14,Barbados,5,BRB,Latin America & Caribbean,POL,Poland,Europe & Central Asia,BGI,POZ,FRA,4.677764029157588,2.4588512532530413,4.165523279841501,2.971092002569129
COP 14,Belarus,7,BLR,Europe & Central Asia,POL,Poland,Europe & Central Asia,MSQ,POZ,WAW,0.33091767711167835,0.1739386238444084,0.29468442632724995,0.21017187462883682
COP 14,Belgium,46,BEL,Europe & Central Asia,POL,Poland,Europe & Central Asia,BRU,POZ,FRA,0.3916181189107044,0.2058442971992562,0.34873857969095784,0.24872383641900286
COP 14,Belize,3,BLZ,Latin America & Caribbean,POL,Poland,Europe & Central Asia,BZE,POZ,EWR;EDI,5.588172294713224,2.937404359134387,4.976236860238817,3.5493397936087945
COP 14,Benin,8,BEN,Sub-Saharan Africa,POL,Poland,Europe & Central Asia,COO,POZ,LOS;FRA,3.2848299659549482,1.7266600512907933,2.925123116133427,2.0863669011123145
COP 14,Bhutan,6,BTN,South Asia,POL,Poland,Europe & Central Asia,PBH,POZ,KTM;IST;WAW,4.306971336484143,2.263945295749802,3.835334415311601,2.735582216922344
COP 14,Bolivia,8,BOL,Latin America & Caribbean,POL,Poland,Europe & Central Asia,LPB,POZ,BOG;FRA,7.142665499223998,3.754518591545337,6.360504555527236,4.5366795352421
COP 14,Bosnia and Herzegovina,4,BIH,Europe & Central Asia,POL,Poland,Europe & Central Asia,SJJ,POZ,MUC,0.5382528800234166,0.28291920228838846,0.4793178247626862,0.3418542575491189
COP 14,Botswana,7,BWA,Sub-Saharan Africa,POL,Poland,Europe & Central Asia,GBE,POZ,JNB;MUC,5.466909937986859,2.8736632007624596,4.868253394898629,3.47231974385069
COP 14,Brazil,162,BRA,Latin America & Caribbean,POL,Poland,Europe & Central Asia,GRU,POZ,BCN,6.12132627485989,3.2176549925757163,5.451007563121203,3.887973704314404
COP 14,Brunei Darussalam,3,BRN,East Asia & Pacific,POL,Poland,Europe & Central Asia,BWN,POZ,BKK;CPH,6.408691850967113,3.368707761066964,5.706905036708658,4.070494575325419
COP 14,Bulgaria,4,BGR,Europe & Central Asia,POL,Poland,Europe & Central Asia,SOF,POZ,WAW,0.5645813359077005,0.29675809848889295,0.5027634925374063,0.35857594185918723
COP 14,Burkina Faso,6,BFA,Sub-Saharan Africa,POL,Poland,Europe & Central Asia,OUA,POZ,TUN;MUC,2.8332959122449077,1.489312663322764,2.523034511268701,1.7995740642989708
COP 14,Cambodia,6,KHM,East Asia & Pacific,POL,Poland,Europe & Central Asia,PNH,POZ,BKK;CPH,5.628541562999171,2.958624332031499,5.012185472821048,3.574980422209623
COP 14,Cameroon,4,CMR,Sub-Saharan Africa,POL,Poland,Europe & Central Asia,DLA,POZ,CDG;FRA,3.5996167585932515,1.892126691925419,3.2054390330433344,2.286304417475336
COP 14,Canada,46,CAN,North America,POL,Poland,Europe & Central Asia,YYZ,POZ,CPH,3.942997053354078,2.072623412763026,3.5112173071822825,2.5044031589348217
COP 14,Cabo Verde,4,CPV,Sub-Saharan Africa,POL,Poland,Europe & Central Asia,SID,POZ,FRA,3.101730298745304,1.630414314357003,2.7620738640679354,1.9700707490343712
COP 14,Central African Republic,2,CAF,Sub-Saharan Africa,POL,Poland,Europe & Central Asia,BGF,POZ,CMN;BCN,4.165024750493204,2.189331540399328,3.7089317569573783,2.6454245339351536
COP 14,Chad,3,TCD,Sub-Saharan Africa,POL,Poland,Europe & Central Asia,NDJ,POZ,IST;WAW,3.0140052733707767,1.584301943737347,2.68395520884195,1.9143520082661736
COP 14,Chile,9,CHL,Latin America & Caribbean,POL,Poland,Europe & Central Asia,SCL,POZ,CDG;FRA,7.486999234601876,3.9355164853026388,6.6671318633201935,4.75538385658432
COP 14,China,53,CHN,East Asia & Pacific,POL,Poland,Europe & Central Asia,PEK,POZ,WAW,4.242162406079066,2.229878694964637,3.7776224173011768,2.6944186837425264
COP 14,Colombia,7,COL,Latin America & Caribbean,POL,Poland,Europe & Central Asia,BOG,POZ,FRA,5.705589119094966,2.9991241260966452,5.0807959000618,3.6239173451298115
COP 14,Comoros,1,COM,Sub-Saharan Africa,POL,Poland,Europe & Central Asia,HAH,POZ,MBA;FRA,4.852686915936008,2.5507988924876814,4.321291153661294,3.0821946547623957
COP 14,Congo,2,COG,Sub-Saharan Africa,POL,Poland,Europe & Central Asia,BZV,POZ,CDG;FRA,4.185829309506517,2.20026738831393,3.7274581029544427,2.6586385948660056
COP 14,Cook Islands,7,COK,East Asia & Pacific,POL,Poland,Europe & Central Asia,RAR,POZ,LAX;CPH,9.986400712734161,5.249318639190858,8.892835207467986,6.3428841444570345
COP 14,Costa Rica,10,CRI,Latin America & Caribbean,POL,Poland,Europe & Central Asia,SJO,POZ,SDQ;FRA,5.913738735116336,3.1085372861081506,5.266151994516875,3.7561240267076115
COP 14,Côte d'Ivoire,1,CIV,Sub-Saharan Africa,POL,Poland,Europe & Central Asia,ABJ,POZ,TUN;MUC,3.32127714975014,1.7458183933947857,2.9575791339310746,2.109516409213851
COP 14,Croatia,7,HRV,Europe & Central Asia,POL,Poland,Europe & Central Asia,ZAG,POZ,MUC,0.4224407711763497,0.22204545564178857,0.37618635969492736,0.2682998671232109
COP 14,Cuba,6,CUB,Latin America & Caribbean,POL,Poland,Europe & Central Asia,HAV,POZ,FRA,5.148586420045347,2.706337492122265,4.584788043452671,3.270135868714941
COP 14,Cyprus,6,CYP,Europe & Central Asia,POL,Poland,Europe & Central Asia,LCA,POZ,WAW,1.4396180017068463,0.7567304604589036,1.2819719555773996,0.9143765065883502
COP 14,Czech Republic,37,CZE,Europe & Central Asia,POL,Poland,Europe & Central Asia,PRG,POZ,WAW,0.33582830068968295,0.17651977065660412,0.2990573697874598,0.2132907015588273
COP 14,Democratic Republic of The Congo,38,COD,Sub-Saharan Africa,POL,Poland,Europe & Central Asia,FIH,POZ,IST;WAW,4.040846536715175,2.1240576713731003,3.598351736862891,2.5665524712253838
COP 14,Denmark,207,DNK,Europe & Central Asia,POL,Poland,Europe & Central Asia,CPH,POZ,NA,0.18700134579517513,0.0982925935796653,0.16652596134801687,0.11876797802682355
COP 14,Djibouti,2,DJI,Middle East & North Africa,POL,Poland,Europe & Central Asia,JIB,POZ,IST;WAW,3.0651428601132484,1.611182247760016,2.729492950105278,1.9468321577679868
COP 14,Dominica,3,DMA,Latin America & Caribbean,POL,Poland,Europe & Central Asia,DOM,POZ,ANU;FRA,4.683099388499887,2.461655767316511,4.170274388150542,2.9744807676658565
COP 14,Dominican Republic,3,DOM,Latin America & Caribbean,POL,Poland,Europe & Central Asia,PUJ,POZ,DUS,4.744881537508966,2.4941313504311635,4.225291053884811,3.013721834055317
COP 14,Ecuador,17,ECU,Latin America & Caribbean,POL,Poland,Europe & Central Asia,UIO,POZ,BOG;FRA,6.12366869349388,3.2188862772146862,5.4530934741013635,3.889461496607203
