Meeting,Delegation,Number,Delegation_ISO,Delegation_wb,Host_ISO,Host_country,Host_wb,Origin,Dest,layover,emissions,emissions_sens_1,emissions_sens_2,emissions_sens_3
COP 1,Albania,2,ALB,Europe & Central Asia,DEU,Germany,Europe & Central Asia,TIA,SXF,VCE,0.6337962128236279,0.33313917231183504,0.5643998078751264,0.4025355772603365
COP 1,Algeria,8,DZA,Middle East & North Africa,DEU,Germany,Europe & Central Asia,ALG,SXF,NCE,0.8028157217524585,0.42198006181202613,0.7149128220529606,0.5098829615115242
COP 1,Antigua and Barbuda,3,ATG,Latin America & Caribbean,DEU,Germany,Europe & Central Asia,ANU,SXF,LGW,4.412007541711815,2.319157231035797,3.9288685815018676,2.8022961912457443
COP 1,Argentina,8,ARG,Latin America & Caribbean,DEU,Germany,Europe & Central Asia,EZE,SXF,MAD,7.008008830985562,3.6837367574482913,6.240593529054592,4.451152059379262
COP 1,Armenia,2,ARM,Europe & Central Asia,DEU,Germany,Europe & Central Asia,EVN,SXF,MSQ,1.724813554613434,0.9066425634028491,1.5359370353750659,1.0955190826412176
COP 1,Australia,29,AUS,East Asia & Pacific,DEU,Germany,Europe & Central Asia,SYD,SXF,HKG;SVO,9.466938846374692,4.976265220259598,8.430257257015027,6.012946809619261
COP 1,Austria,17,AUT,Europe & Central Asia,DEU,Germany,Europe & Central Asia,VIE,SXF,SZG,0.3254583064250426,0.171069041800384,0.28982281986082914,0.20670452836459738
COP 1,Bahamas,1,BHS,Latin America & Caribbean,DEU,Germany,Europe & Central Asia,NAS,SXF,LHR;AMS,4.661775716676448,2.450447049463238,4.151285775035692,2.9609369911039938
COP 1,Bahrain,5,BHR,Middle East & North Africa,DEU,Germany,Europe & Central Asia,BAH,SXF,BEY,2.5739755625324356,1.3530017757042279,2.292111158373862,1.6348661798628017
COP 1,Bangladesh,3,BGD,South Asia,DEU,Germany,Europe & Central Asia,DAC,SXF,FCO,4.990107139546875,2.6230333803630224,4.443663111075994,3.169477408833903
COP 1,Barbados,1,BRB,Latin America & Caribbean,DEU,Germany,Europe & Central Asia,BGI,SXF,LGW,4.52631030069366,2.3792400997784098,4.030654563120683,2.874895837351387
COP 1,Belize,1,BLZ,Latin America & Caribbean,DEU,Germany,Europe & Central Asia,BZE,SXF,MIA;AMS,5.443394521749788,2.861302399677822,4.847313045372634,3.4573838760549758
COP 1,Benin,5,BEN,Sub-Saharan Africa,DEU,Germany,Europe & Central Asia,COO,SXF,CDG;BRU,3.3101747697250485,1.7399824639061183,2.947692525250539,2.102464708380628
COP 1,Bolivia,3,BOL,Latin America & Caribbean,DEU,Germany,Europe & Central Asia,LPB,SXF,VVI;MAD,6.646029632566104,3.4934635841677864,5.918253032946634,4.221240183787256
COP 1,Botswana,3,BWA,Sub-Saharan Africa,DEU,Germany,Europe & Central Asia,GBE,SXF,NBO;CAI,5.435957952980712,2.857393391800604,4.840690821563003,3.4526605232183143
COP 1,Brazil,9,BRA,Latin America & Caribbean,DEU,Germany,Europe & Central Asia,GRU,SXF,MAD,6.005572377838798,3.1568093379028594,5.347929351016398,3.81445236472526
COP 1,Burkina Faso,3,BFA,Sub-Saharan Africa,DEU,Germany,Europe & Central Asia,OUA,SXF,BRU,2.91460823514136,1.532054218008425,2.595442690016477,1.8512197631333078
COP 1,Cameroon,1,CMR,Sub-Saharan Africa,DEU,Germany,Europe & Central Asia,DLA,SXF,BRU,3.45269602100719,1.814898290173951,3.0746069199030663,2.192987391278075
COP 1,Canada,27,CAN,North America,DEU,Germany,Europe & Central Asia,YYZ,SXF,GLA,3.822907953855272,2.009498973188026,3.4042786209853295,2.4281283060579684
COP 1,Chad,7,TCD,Sub-Saharan Africa,DEU,Germany,Europe & Central Asia,NDJ,SXF,CDG;BRU,3.0260680610768818,1.5906427083599315,2.694697055308843,1.9220137141279703
COP 1,Chile,4,CHL,Latin America & Caribbean,DEU,Germany,Europe & Central Asia,SCL,SXF,MAD,7.379646965895797,3.8790871188783913,6.571535255271647,4.687198829502542
COP 1,China,19,CHN,East Asia & Pacific,DEU,Germany,Europe & Central Asia,PEK,SXF,LED,4.330070575553648,2.2760873346772064,3.8559041613464338,2.7502537488844205
COP 1,Comoros,2,COM,Sub-Saharan Africa,DEU,Germany,Europe & Central Asia,HAH,SXF,NBO;CAI,4.550942863134283,2.392188125085036,4.0525897252299705,2.890541262989349
COP 1,Cook Islands,1,COK,East Asia & Pacific,DEU,Germany,Europe & Central Asia,RAR,SXF,LAX;CPH,9.93753543492483,5.223632766873851,8.849320944879723,6.311847256918957
COP 1,Costa Rica,6,CRI,Latin America & Caribbean,DEU,Germany,Europe & Central Asia,SJO,SXF,MAD,6.0774932800390875,3.1946143232351605,5.411974521006826,3.8601330822674225
COP 1,Côte d'Ivoire,5,CIV,Sub-Saharan Africa,DEU,Germany,Europe & Central Asia,ABJ,SXF,ORY,3.3777478971833377,1.7755020557669683,3.007866025616245,2.145383927334061
COP 1,Cuba,4,CUB,Latin America & Caribbean,DEU,Germany,Europe & Central Asia,HAV,SXF,AMS,4.9388023938124945,2.596065209766883,4.397976515644759,3.1368910879346186
COP 1,Czech Republic,15,CZE,Europe & Central Asia,DEU,Germany,Europe & Central Asia,PRG,SXF,CPH,0.4123720023676537,0.2167530584338841,0.3672200530711475,0.2619050077303903
COP 1,Democratic People's Republic of Korea,3,PRK,East Asia & Pacific,DEU,Germany,Europe & Central Asia,FNJ,SXF,PEK;LED,4.789836787202905,2.517761929349047,4.265323457824802,3.0422752587271504
COP 1,Denmark,14,DNK,Europe & Central Asia,DEU,Germany,Europe & Central Asia,CPH,SXF,NA,0.15223057213022628,0.08001620359024347,0.1355623525742488,0.09668442314622093
COP 1,Dominica,1,DMA,Latin America & Caribbean,DEU,Germany,Europe & Central Asia,DOM,SXF,ANU;LGW,4.520261827793348,2.3760607399221843,4.025268431089076,2.871054136626455
COP 1,Ecuador,2,ECU,Latin America & Caribbean,DEU,Germany,Europe & Central Asia,UIO,SXF,MAD,6.216745125559083,3.267811597133626,5.535977527712339,3.9485791949803706
COP 1,Egypt,5,EGY,Middle East & North Africa,DEU,Germany,Europe & Central Asia,CAI,SXF,NA,1.6869480118489009,0.8867386655787329,1.5022179766738724,1.0714687007537618
COP 1,Estonia,3,EST,Europe & Central Asia,DEU,Germany,Europe & Central Asia,TLL,SXF,CPH,0.5026626173384271,0.2642120683337436,0.44762445548213614,0.3192502301900346
COP 1,Ethiopia,2,ETH,Sub-Saharan Africa,DEU,Germany,Europe & Central Asia,ADD,SXF,CAI,3.1389268059256374,1.6499665358301048,2.795197150241132,1.99369619151461
COP 1,European Union,26,NA,Europe & Central Asia,DEU,Germany,Europe & Central Asia,BRU,SXF,NA,0.2692063600929712,0.141501609141693,0.23973008175344962,0.1709778874812146
COP 1,Fiji,3,FJI,East Asia & Pacific,DEU,Germany,Europe & Central Asia,NAN,SXF,ICN;LED,9.538426333188442,5.013842382221648,8.493916472974595,6.058352242435493
COP 1,Finland,12,FIN,Europe & Central Asia,DEU,Germany,Europe & Central Asia,HEL,SXF,ARN,0.5227915792017211,0.27479235511829136,0.465549431962755,0.33203450235725745
COP 1,France,14,FRA,Europe & Central Asia,DEU,Germany,Europe & Central Asia,CDG,SXF,BRU,0.37424722019051104,0.1967137175194304,0.3332696770659058,0.23769126064403562
COP 1,Gambia,3,GMB,Sub-Saharan Africa,DEU,Germany,Europe & Central Asia,BJL,SXF,BCN,2.996516964695163,1.575109271888944,2.668381965630184,1.9032442709539232
COP 1,Georgia,1,GEO,Europe & Central Asia,DEU,Germany,Europe & Central Asia,TBS,SXF,MSQ,1.659351645109612,0.8722327263053593,1.4776435630491103,1.0539408083658612
COP 1,Germany,52,DEU,Europe & Central Asia,DEU,Germany,Europe & Central Asia,NA,NA,NA,0,0,0,0
COP 1,Greece,11,GRC,Europe & Central Asia,DEU,Germany,Europe & Central Asia,ATH,SXF,NA,0.7509095699423671,0.39469688765914057,0.6686900433168161,0.47691641428469145
COP 1,Grenada,1,GRD,Latin America & Caribbean,DEU,Germany,Europe & Central Asia,GND,SXF,UVF;LGW,4.67495333296693,2.4573738200589266,4.163020370258681,2.969306782767176
COP 1,Guinea,5,GIN,Sub-Saharan Africa,DEU,Germany,Europe & Central Asia,CKY,SXF,CMN;AGP,3.1830789552999668,1.6731749677104184,2.8345143977395972,2.0217395252707875
COP 1,Guyana,1,GUY,Latin America & Caribbean,DEU,Germany,Europe & Central Asia,GEO,SXF,PBM;AMS,4.976369449632083,2.615812208911612,4.43142977335425,3.1607518851894443
COP 1,Hungary,6,HUN,Europe & Central Asia,DEU,Germany,Europe & Central Asia,BUD,SXF,NA,0.2867363873582337,0.15071583077254797,0.2553406894225635,0.18211152870821817
COP 1,Iceland,1,ISL,Europe & Central Asia,DEU,Germany,Europe & Central Asia,KEF,SXF,NA,1.4270837507091219,0.7501418727100911,1.2708102736282996,0.9064153497909134
COP 1,Italy,7,ITA,Europe & Central Asia,DEU,Germany,Europe & Central Asia,FCO,SXF,NA,0.49302893709261775,0.2591483645777559,0.4390455981619863,0.31313170350838737
COP 1,Jamaica,1,JAM,Latin America & Caribbean,DEU,Germany,Europe & Central Asia,KIN,SXF,LGW,4.983022171129692,2.619309190052597,4.437353985456412,3.164977375725877
COP 1,Japan,29,JPN,East Asia & Pacific,DEU,Germany,Europe & Central Asia,NRT,SXF,CPH,5.327946028935815,2.800617279720428,4.744506794043659,3.384056514612585
COP 1,Jordan,1,JOR,Middle East & North Africa,DEU,Germany,Europe & Central Asia,AMM,SXF,LCA,1.718358616028068,0.9032495461981831,1.530188947874352,1.0914192143518993
COP 1,Kenya,5,KEN,Sub-Saharan Africa,DEU,Germany,Europe & Central Asia,NBO,SXF,CAI,3.7677652405109536,1.9805133875600844,3.355174336391745,2.393104291679293
COP 1,Kuwait,10,KWT,Middle East & North Africa,DEU,Germany,Europe & Central Asia,KWI,SXF,SAW,2.2763578480383644,1.196560004440738,2.027084211633768,1.4458336408453347
COP 1,Lao Peoples Democratic Republic,2,LAO,East Asia & Pacific,DEU,Germany,Europe & Central Asia,VTE,SXF,HAN;SVO,5.177941203548663,2.72176773737538,4.610928317586976,3.2887806233370664
COP 1,Lebanon,1,LBN,Middle East & North Africa,DEU,Germany,Europe & Central Asia,BEY,SXF,NA,1.5881185485126603,0.8347892837228028,1.4142108801860465,1.0086969520494167
COP 1,Liechtenstein,2,LIE,Europe & Central Asia,DEU,Germany,Europe & Central Asia,VIE,SXF,SZG,0.3254583064250426,0.171069041800384,0.28982281986082914,0.20670452836459738
COP 1,Luxembourg,3,LUX,Europe & Central Asia,DEU,Germany,Europe & Central Asia,LUX,SXF,AMS,0.3800236261393479,0.1997499412421307,0.3384136055744208,0.24135996180705785
COP 1,Malawi,3,MWI,Sub-Saharan Africa,DEU,Germany,Europe & Central Asia,LLW,SXF,NBO;CAI,4.606694624666219,2.4214938548865783,4.102236363903035,2.925952115649762
COP 1,Malaysia,5,MYS,East Asia & Pacific,DEU,Germany,Europe & Central Asia,KUL,SXF,AMS,6.3580225827390855,3.3420736271287588,5.661784330520664,4.038311879347179
COP 1,Maldives,3,MDV,South Asia,DEU,Germany,Europe & Central Asia,MLE,SXF,SVO,4.803952993935993,2.5251820669191516,4.27789386270269,3.0512411981524545
COP 1,Mali,3,MLI,Sub-Saharan Africa,DEU,Germany,Europe & Central Asia,BKO,SXF,ORY,2.9468678510283746,1.5490113788354392,2.624169701498564,1.8717095283652494
COP 1,Malta,4,MLT,Middle East & North Africa,DEU,Germany,Europe & Central Asia,MLA,SXF,FCO,0.7806504304645328,0.4103294292517379,0.6951744804673146,0.49580537924895607
COP 1,Marshall Islands,2,MHL,East Asia & Pacific,DEU,Germany,Europe & Central Asia,MAJ,SXF,HNL;SEA;KEF,9.520314674677666,5.0043220485857205,8.47778814014444,6.046848583118945
COP 1,Mauritania,4,MRT,Sub-Saharan Africa,DEU,Germany,Europe & Central Asia,NKC,SXF,LPA,2.752153575416809,1.4466604612539944,2.4507777041849423,1.7480363324858614
COP 1,Mauritius,3,MUS,Sub-Saharan Africa,DEU,Germany,Europe & Central Asia,MRU,SXF,FCO,5.59354319811957,2.9402275568180407,4.98101962034246,3.552751134595151
COP 1,Mexico,7,MEX,Latin America & Caribbean,DEU,Germany,Europe & Central Asia,MEX,SXF,AMS,5.7532004406398976,3.024150860433834,5.123193521455957,3.6541577796177744
COP 1,Micronesia (Federated States of),5,FSM,East Asia & Pacific,DEU,Germany,Europe & Central Asia,PNI,SXF,TKK;GUM;ICN;LED,7.672141450319723,4.032835881131559,6.831999993659171,4.872977337792112
COP 1,Monaco,1,MCO,Europe & Central Asia,DEU,Germany,Europe & Central Asia,NCE,SXF,NA,0.4495573226679666,0.23629859464308198,0.40033383193039734,0.28552208538065127
COP 1,Mongolia,1,MNG,East Asia & Pacific,DEU,Germany,Europe & Central Asia,ULN,SXF,SVO,3.658056250857762,1.9228452185330855,3.257479081231437,2.32342238815941
COP 1,Myanmar,4,MMR,East Asia & Pacific,DEU,Germany,Europe & Central Asia,RGN,SXF,DOH;BUD,5.360913965752692,2.8179467671109975,4.773864561439158,3.4049961714245316
COP 1,Nauru,2,NRU,East Asia & Pacific,DEU,Germany,Europe & Central Asia,INU,SXF,BNE;CAN;SVO,11.15812352240499,5.865230874409604,9.936247959967199,7.087106436847394
COP 1,Nepal,2,NPL,South Asia,DEU,Germany,Europe & Central Asia,KTM,SXF,DEL;SVO,3.976997420776129,2.0904955939003522,3.5414944483841277,2.5259985662923534
COP 1,Netherlands,25,NLD,Europe & Central Asia,DEU,Germany,Europe & Central Asia,AMS,SXF,NA,0.24838733376868288,0.13055860718351978,0.22119059820995077,0.1577553427422519
COP 1,New Zealand,11,NZL,East Asia & Pacific,DEU,Germany,Europe & Central Asia,AKL,SXF,ICN;LED,10.433582898855558,5.48437848229608,9.291048498050444,6.626912883101196
COP 1,Nigeria,14,NGA,Sub-Saharan Africa,DEU,Germany,Europe & Central Asia,LOS,SXF,AMS,3.335041734767972,1.7530537021685164,2.969836421594955,2.1182590153415335
COP 1,Norway,14,NOR,Europe & Central Asia,DEU,Germany,Europe & Central Asia,OSL,SXF,NA,0.365081268162441,0.19189586343589557,0.32510733488246496,0.23186979671587163
COP 1,Pakistan,1,PAK,South Asia,DEU,Germany,Europe & Central Asia,ISB,SXF,CPH,3.239913788531049,1.7030500105829514,2.8851255058361764,2.057838293277824
COP 1,Papua New Guinea,5,PNG,East Asia & Pacific,DEU,Germany,Europe & Central Asia,POM,SXF,HKG;SVO,8.099034182571959,4.257230639644433,7.212145636557723,5.144119185658669
COP 1,Paraguay,2,PRY,Latin America & Caribbean,DEU,Germany,Europe & Central Asia,ASU,SXF,GRU;MAD,6.672808551724914,3.507539834813174,5.942099513972549,4.238248872565539
COP 1,Peru,3,PER,Latin America & Caribbean,DEU,Germany,Europe & Central Asia,LIM,SXF,AMS,6.524305509880634,3.429479700040524,5.809858367545796,4.143926842375362
COP 1,Philippines,11,PHL,East Asia & Pacific,DEU,Germany,Europe & Central Asia,MNL,SXF,CAN;SVO,5.7982111029139665,3.0478105667919326,5.163275269995436,3.682746399710462
COP 1,Poland,15,POL,Europe & Central Asia,DEU,Germany,Europe & Central Asia,WAW,SXF,CPH,0.4302457881985959,0.22614796818140584,0.3831367800645797,0.27325697631542206
COP 1,Portugal,9,PRT,Europe & Central Asia,DEU,Germany,Europe & Central Asia,LIS,SXF,NA,1.3532929678476155,0.7113539907676554,1.2050999851376059,0.8595469734776648
COP 1,Republic of Korea,19,KOR,East Asia & Pacific,DEU,Germany,Europe & Central Asia,ICN,SXF,LED,4.765309414337541,2.504869196596159,4.243481966456879,3.0266966444768215
COP 1,Romania,4,ROU,Europe & Central Asia,DEU,Germany,Europe & Central Asia,OTP,SXF,BUD,0.5436934347273218,0.2857788941803635,0.48416267546941116,0.3453096534382741
COP 1,Russian Federation,9,RUS,Europe & Central Asia,DEU,Germany,Europe & Central Asia,SVO,SXF,NA,0.6668687231782594,0.3505229125470935,0.5938511017018009,0.42354053402355196
COP 1,Saint Kitts and Nevis,2,KNA,Latin America & Caribbean,DEU,Germany,Europe & Central Asia,SKB,SXF,ANU;LGW,4.470851441640528,2.3500883332000226,3.9812687525027677,2.839671022337783
COP 1,Saint Lucia,1,LCA,Latin America & Caribbean,DEU,Germany,Europe & Central Asia,SLU,SXF,FDF;ORY,4.578517018576754,2.406682389063402,4.0771443598164145,2.908055047823741
COP 1,Samoa,3,WSM,East Asia & Pacific,DEU,Germany,Europe & Central Asia,APW,SXF,HNL;SEA;KEF,9.832594738298605,5.168471035369598,8.755871828576597,6.245193945091605
COP 1,Saudi Arabia,12,SAU,Middle East & North Africa,DEU,Germany,Europe & Central Asia,JED,SXF,SAW,2.3934042468937844,1.2580850584452756,2.1313133895518486,1.520175915787211
COP 1,Senegal,9,SEN,Sub-Saharan Africa,DEU,Germany,Europe & Central Asia,DKR,SXF,BCN,2.9402901107564747,1.5455538113287588,2.618312259767737,1.8675316623174962
COP 1,Seychelles,2,SYC,Sub-Saharan Africa,DEU,Germany,Europe & Central Asia,SEZ,SXF,DXB;SAW,4.721591393288074,2.4818889628397796,4.204551307856951,2.9989290482709032
COP 1,Slovak Republic,9,SVK,Europe & Central Asia,DEU,Germany,Europe & Central Asia,BTS,SXF,BGY,0.5970909664564106,0.31384597499246336,0.5317135380954874,0.37922340335338656
COP 1,Solomon Islands,2,SLB,East Asia & Pacific,DEU,Germany,Europe & Central Asia,HIR,SXF,POM;HKG;SVO,8.925417525443955,4.691616321697356,7.948035482935129,5.66899836420618
COP 1,Spain,16,ESP,Europe & Central Asia,DEU,Germany,Europe & Central Asia,MAD,SXF,NA,0.7741065068692434,0.40688977902016843,0.6893470723111875,0.4916492135782243
COP 1,Sri Lanka,3,LKA,South Asia,DEU,Germany,Europe & Central Asia,CMB,SXF,FCO,5.171536209321574,2.7184009732581247,4.605224705264105,3.284712477315595
COP 1,Sudan,2,SDN,Sub-Saharan Africa,DEU,Germany,Europe & Central Asia,PZU,SXF,CAI,2.4650445715296376,1.2957425591050613,2.1951087067559514,1.5656784238787473
COP 1,Sweden,13,SWE,Europe & Central Asia,DEU,Germany,Europe & Central Asia,ARN,SXF,NA,0.3563128907178849,0.18728698451662365,0.3172990355506713,0.2263008396838372
COP 1,Switzerland,17,CHE,Europe & Central Asia,DEU,Germany,Europe & Central Asia,ZRH,SXF,SZG,0.35384872632145264,0.18599175795821543,0.3151046805138638,0.22473580376580432
COP 1,Thailand,12,THA,East Asia & Pacific,DEU,Germany,Europe & Central Asia,BKK,SXF,SVO,5.1076235141556205,2.684805475574185,4.548310799831569,3.244118189898237
COP 1,Trinidad and Tobago,7,TTO,Latin America & Caribbean,DEU,Germany,Europe & Central Asia,POS,SXF,LGW,4.726381365373244,2.4844067958880593,4.208816751796875,3.001971409464428
COP 1,Tuvalu,2,TUV,East Asia & Pacific,DEU,Germany,Europe & Central Asia,FUN,SXF,SUV;NAN;ICN;LED,10.232836949814041,5.378857035444667,9.112285328541676,6.4994086567170335
COP 1,Uganda,5,UGA,Sub-Saharan Africa,DEU,Germany,Europe & Central Asia,EBB,SXF,CAI,3.6513534467067523,1.9193219116103146,3.2515102708003822,2.3191650875166845
COP 1,United Kingdom of Great Britain and Northern Ireland,27,GBR,Europe & Central Asia,DEU,Germany,Europe & Central Asia,LHR,SXF,AMS,0.4031205057098017,0.2118902399491984,0.3589815328171584,0.2560292128418417
COP 1,United States of America,19,USA,North America,DEU,Germany,Europe & Central Asia,IAD,SXF,MAN,3.983320238913475,2.093819162426725,3.5471248833486,2.5300145179916
COP 1,Uruguay,3,URY,Latin America & Caribbean,DEU,Germany,Europe & Central Asia,MVD,SXF,MAD,6.926542340230106,3.640914164935378,6.168048064671695,4.399408440493788
COP 1,Uzbekistan,4,UZB,Europe & Central Asia,DEU,Germany,Europe & Central Asia,TAS,SXF,SVO,2.591045825995502,1.361974703463707,2.30731213461063,1.6457083948485798
COP 1,Vanuatu,2,VUT,East Asia & Pacific,DEU,Germany,Europe & Central Asia,VLI,SXF,NOU;NRT;CPH,9.732984621535383,5.116111305611268,8.667169564482345,6.181926362664306
COP 1,Venezuela,15,VEN,Latin America & Caribbean,DEU,Germany,Europe & Central Asia,CCS,SXF,LIS,5.169875857726172,2.7175282149112423,4.6037461712507906,3.2836579013866243
COP 1,Viet Nam,1,VNM,East Asia & Pacific,DEU,Germany,Europe & Central Asia,HAN,SXF,SVO,4.887597087466267,2.569149309157569,4.352378470444723,3.104367926179113
COP 1,Zambia,5,ZMB,Sub-Saharan Africa,DEU,Germany,Europe & Central Asia,LUN,SXF,AMS,4.9628554492951675,2.608708619149973,4.419395629977988,3.1521684384671524
COP 1,Zimbabwe,3,ZWE,Sub-Saharan Africa,DEU,Germany,Europe & Central Asia,HRE,SXF,NBO;CAI,4.9148048646590965,2.5834509876158696,4.37660684720401,3.1216490050709553
COP 1,Angola,4,AGO,Sub-Saharan Africa,DEU,Germany,Europe & Central Asia,LAD,SXF,AMS,4.369609494400013,2.2968708371265945,3.891113352294862,2.7753669792317455
COP 1,Belgium,12,BEL,Europe & Central Asia,DEU,Germany,Europe & Central Asia,BRU,SXF,NA,0.2692063600929712,0.141501609141693,0.23973008175344962,0.1709778874812146
COP 1,Bhutan,3,BTN,South Asia,DEU,Germany,Europe & Central Asia,PBH,SXF,DAC;FCO,5.229416542766374,2.7488255798740937,4.656766825581943,3.3214752970585235
COP 1,Bosnia and Herzegovina,1,BIH,Europe & Central Asia,DEU,Germany,Europe & Central Asia,SJJ,SXF,CPH,0.725394561192613,0.3812855596574257,0.6459687557090267,0.4607113651410119
COP 1,Bulgaria,6,BGR,Europe & Central Asia,DEU,Germany,Europe & Central Asia,SOF,SXF,NA,0.5451876934718358,0.28656431402241245,0.4854933229729079,0.3462586845213403
COP 1,Burundi,1,BDI,Sub-Saharan Africa,DEU,Germany,Europe & Central Asia,BJM,SXF,EBB;CAI,3.951089287432161,2.0768770689501452,3.5184233973629904,2.5095429590193157
COP 1,Cambodia,1,KHM,East Asia & Pacific,DEU,Germany,Europe & Central Asia,PNH,SXF,BKK;SVO,5.403432378720304,2.8402964308306893,4.811726975604244,3.43200183394675
COP 1,Cabo Verde,2,CPV,Sub-Saharan Africa,DEU,Germany,Europe & Central Asia,SID,SXF,LIS,2.9936989948024575,1.5736280152973074,2.665872578855479,1.9014544312442858
COP 1,Central African Republic,2,CAF,Sub-Saharan Africa,DEU,Germany,Europe & Central Asia,BGF,SXF,NSI;BRU,3.9377464853504613,2.0698634689874296,3.5065417050965153,2.501068249241375
COP 1,Colombia,8,COL,Latin America & Caribbean,DEU,Germany,Europe & Central Asia,BOG,SXF,MAD,5.802346932941885,3.049984552222579,5.1669582040116415,3.6853732811528226
COP 1,Croatia,3,HRV,Europe & Central Asia,DEU,Germany,Europe & Central Asia,ZAG,SXF,BUD,0.4152534048028881,0.21826759576141846,0.36978596139933406,0.26373503916497254
COP 1,Cyprus,2,CYP,Europe & Central Asia,DEU,Germany,Europe & Central Asia,LCA,SXF,NA,1.4754095117439148,0.7755441498117445,1.3138440994800793,0.9371095620755799
COP 1,Djibouti,1,DJI,Middle East & North Africa,DEU,Germany,Europe & Central Asia,JIB,SXF,JED;SAW,3.1004180185627632,1.6297245186017348,2.7609052857437675,1.9692372514207308
COP 1,Dominican Republic,1,DOM,Latin America & Caribbean,DEU,Germany,Europe & Central Asia,PUJ,SXF,AMS,4.601747230602487,2.4188932734938193,4.097830736552325,2.922809767543981
COP 1,El Salvador,1,SLV,Latin America & Caribbean,DEU,Germany,Europe & Central Asia,SAL,SXF,MAD,6.174891413788549,3.2458113314086354,5.498707026327228,3.921995718869956
COP 1,Equatorial Guinea,1,GNQ,Sub-Saharan Africa,DEU,Germany,Europe & Central Asia,SSG,SXF,MAD,3.5909332799626705,1.8875622499868534,3.19770644282283,2.2807890871266943
COP 1,Gabon,6,GAB,Sub-Saharan Africa,DEU,Germany,Europe & Central Asia,LBV,SXF,DLA;BRU,3.685111740525192,1.9370668475552992,3.2815718467823936,2.3406067412980973
COP 1,Ghana,5,GHA,Sub-Saharan Africa,DEU,Germany,Europe & Central Asia,ACC,SXF,FCO,3.163005524084309,1.6626234347143007,2.816639117046959,2.0089898417516507
COP 1,Guinea-Bissau,4,GNB,Sub-Saharan Africa,DEU,Germany,Europe & Central Asia,OXB,SXF,CMN;AGP,3.070539707325422,1.614019082719743,2.734298813026094,1.950259977019071
COP 1,Haiti,2,HTI,Latin America & Caribbean,DEU,Germany,Europe & Central Asia,PAP,SXF,SDQ;ORY,4.892175856403577,2.571556123966885,4.356455839136793,3.1072761412336685
COP 1,Holy See,2,VAT,Europe & Central Asia,DEU,Germany,Europe & Central Asia,FCO,SXF,NA,0.49302893709261775,0.2591483645777559,0.4390455981619863,0.31313170350838737
COP 1,Honduras,4,HND,Latin America & Caribbean,DEU,Germany,Europe & Central Asia,SAP,SXF,MIA;AMS,5.537856971160958,2.9109562750490934,4.931431339848455,3.5173819063615968
COP 1,Iran,4,IRN,Middle East & North Africa,DEU,Germany,Europe & Central Asia,IKA,SXF,MSQ,2.175018705398443,1.1432914179257758,1.9368422594543648,1.3814678638698539
COP 1,Israel,1,ISR,Middle East & North Africa,DEU,Germany,Europe & Central Asia,TLV,SXF,NA,1.6703322648781784,0.8780046529162655,1.4874217448872582,1.0609151729071857
COP 1,Kiribati,2,KIR,East Asia & Pacific,DEU,Germany,Europe & Central Asia,TRW,SXF,NAN;ICN;LED,10.817702831115556,5.686289859387725,9.633105196530018,6.870887493973263
COP 1,Latvia,4,LVA,Europe & Central Asia,DEU,Germany,Europe & Central Asia,RIX,SXF,CPH,0.449907399993337,0.23648260405818952,0.40064557815289403,0.28574442589863247
COP 1,Lesotho,3,LSO,Sub-Saharan Africa,DEU,Germany,Europe & Central Asia,MSU,SXF,JNB;CAI,5.585090318274295,2.9357843283713727,4.973492377078858,3.5473822695668096
COP 1,Liberia,2,LBR,Sub-Saharan Africa,DEU,Germany,Europe & Central Asia,ROB,SXF,BRU,3.4036022181131633,1.789092294398941,3.0308891569769516,2.1618053555351526
COP 1,Libya,3,LBY,Middle East & North Africa,DEU,Germany,Europe & Central Asia,TIP,SXF,FCO,1.2911581188556125,0.6786930120687813,1.149769241997868,0.8200818889265259
COP 1,Lithuania,2,LTU,Europe & Central Asia,DEU,Germany,Europe & Central Asia,VNO,SXF,CPH,0.49024427726377173,0.25768467758849656,0.4365658397781418,0.3113631150741265
COP 1,Moldova,1,MDA,Europe & Central Asia,DEU,Germany,Europe & Central Asia,KIV,SXF,VCE,1.2045795867761577,0.6331832918731017,1.072671532779641,0.7650913458696185
COP 1,Morocco,7,MAR,Middle East & North Africa,DEU,Germany,Europe & Central Asia,CMN,SXF,AGP,1.5886138431909436,0.8350496337389292,1.414651937387716,1.0090115395421566
COP 1,Mozambique,2,MOZ,Sub-Saharan Africa,DEU,Germany,Europe & Central Asia,MPM,SXF,LIS,6.284262436720188,3.303301849341722,5.596101323970727,3.9914629620911843
COP 1,Namibia,1,NAM,Sub-Saharan Africa,DEU,Germany,Europe & Central Asia,WDH,SXF,LAD;AMS,5.2975550076465066,2.7846423394885,4.717443755829314,3.3647535913056914
COP 1,Nicaragua,2,NIC,Latin America & Caribbean,DEU,Germany,Europe & Central Asia,MGA,SXF,MIA;AMS,5.67969360185285,2.985512232758819,5.057736083610349,3.6074697510013194
COP 1,Niger,2,NER,Sub-Saharan Africa,DEU,Germany,Europe & Central Asia,NIM,SXF,ALG;NCE,2.644368481687494,1.390003581782019,2.3547956678208255,1.6795763956486875
COP 1,Oman,1,OMN,Middle East & North Africa,DEU,Germany,Europe & Central Asia,MCT,SXF,BEY,3.0492631175605585,1.6028351133954704,2.7153521262268594,1.9367461047291694
